City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Arzgir,RU,45.3728,44.2206,29.64,89,39,14.85,scattered clouds
348,Malindi,KE,-3.2175,40.1191,77.43,84,97,9.98,overcast clouds
349,Kasempa,ZM,-13.4584,25.8338,63.82,86,99,7.27,overcast clouds
350,Montlucon,FR,46.3333,2.6,32.7,89,97,8.1,overcast clouds
351,Beloha,MG,-25.1667,45.05,75.09,81,100,17.34,overcast clouds
352,Inhambane,MZ,-23.865,35.3833,79.66,72,88,10.71,overcast clouds
353,Kabo,CF,7.6994,18.629,76.03,18,68,2.33,broken clouds
354,Codrington,AU,-38.2667,141.9667,67.78,75,99,9.44,overcast clouds
355,Xacmaz,AZ,41.4635,48.806,35.24,82,9,5.19,clear sky
356,Te Anau,NZ,-45.4167,167.7167,58.86,56,16,2.28,few clouds
357,Haicheng,CN,40.8516,122.7475,-4.81,38,6,12.28,clear sky
358,Raudeberg,NO,61.9875,5.1352,45.86,22,100,27.67,light rain
359,Magole,TZ,-6.3667,37.3667,69.73,96,99,1.03,light rain
360,Opuwo,NA,-18.0607,13.84,66.4,74,100,6.67,overcast clouds
361,Kodinsk,RU,58.6881,99.1844,-10.41,99,100,2.44,overcast clouds
362,Waw,SS,7.7029,27.9953,76.37,19,12,5.28,few clouds
363,Hounde,BF,11.5,-3.5167,83.28,17,0,1.23,clear sky
364,Ust-Ishim,RU,57.6935,71.1665,3.61,98,67,5.41,broken clouds
365,Hot Springs,US,34.5037,-93.0552,52.2,38,0,3.44,clear sky
366,Kununurra,AU,-15.7667,128.7333,80.58,89,93,3.44,overcast clouds
367,Marquette,US,46.5333,-87.6335,26.04,86,100,11.01,overcast clouds
368,Natal,BR,-5.795,-35.2094,83.05,74,75,12.66,broken clouds
369,Djenne,ML,13.9061,-4.5533,81.18,15,22,5.66,few clouds
370,Buraydah,SA,26.326,43.975,58.89,61,18,9.6,few clouds
371,Kuito,AO,-12.3833,16.9333,55.65,94,99,5.68,overcast clouds
372,Vestmannaeyjar,IS,63.4427,-20.2734,37.96,87,100,21.32,overcast clouds
373,Khorramshahr,IR,30.4397,48.1664,44.55,72,12,6.8,few clouds
374,Comodoro Rivadavia,AR,-45.8667,-67.5,79.59,32,18,11.01,few clouds
375,Soyo,AO,-6.1349,12.3689,79.07,82,67,5.73,light rain
376,Kotido,UG,2.9806,34.1331,73.72,40,92,7.61,overcast clouds
377,Qasigiannguit,GL,68.8193,-51.1922,14.25,96,100,1.97,overcast clouds
378,Gravelbourg,CA,49.8834,-106.5512,24.62,87,100,9.19,overcast clouds
379,Atar,MR,20.5169,-13.0499,68.34,15,1,8.95,clear sky
380,Shu,KZ,43.5983,73.7614,3.04,93,11,6.58,few clouds
381,Aksha,RU,50.2814,113.2867,-29.92,91,7,4.29,clear sky
382,Varias,RO,46.0167,20.95,41.99,83,94,4.27,overcast clouds
383,Halifax,CA,44.6453,-63.5724,43.29,98,100,12.66,light intensity drizzle
384,Camacha,PT,33.0833,-16.3333,58.42,63,40,12.66,scattered clouds
385,Waipawa,NZ,-41.4122,175.5153,60.19,64,52,5.64,broken clouds
386,Catabola,AO,-12.15,17.2833,59.49,88,100,3.98,overcast clouds
387,Grindavik,IS,63.8424,-22.4338,34.27,86,100,20.71,light snow
388,Banes,CU,20.9625,-75.7186,75.76,78,1,8.57,clear sky
389,Toguchin,RU,55.2353,84.3858,10.08,95,99,8.63,overcast clouds
390,Meulaboh,ID,4.1363,96.1285,74.52,94,100,10.4,overcast clouds
391,Qostanay,KZ,53.1667,63.5833,3.49,85,0,4.47,clear sky
392,Carutapera,BR,-1.195,-46.02,74.98,93,100,7.45,light rain
393,Roseburg,US,43.2165,-123.3417,51.51,75,100,6.91,overcast clouds
394,Padilla,CO,3.2204,-76.3139,73.31,77,22,1.16,few clouds
395,Morgan City,US,29.6994,-91.2068,57.99,47,0,8.05,clear sky
396,Mahibadhoo,MV,3.7833,72.9667,79.16,77,98,10.25,overcast clouds
397,Coihueco,CL,-36.6167,-71.8333,75.94,38,0,13.8,clear sky
398,Shiyan,CN,32.6475,110.7781,26.38,15,67,2.84,broken clouds
399,Bom Jesus Da Lapa,BR,-13.255,-43.4181,72.01,88,95,3.67,overcast clouds
400,Kingman,US,35.1894,-114.053,48.25,28,0,21.85,clear sky
401,Southbridge,US,42.0751,-72.0334,33.06,98,100,10.36,light snow
402,Karla,EE,59.3723,24.9275,31.98,93,100,13.8,overcast clouds
403,Christchurch,NZ,-43.5333,172.6333,64.42,88,100,5.75,overcast clouds
404,Sabha,LY,27.0377,14.4283,56.55,24,0,9.08,clear sky
405,Souillac,MU,-20.5167,57.5167,74.34,77,100,4.54,overcast clouds
406,Soure,BR,-0.7167,-48.5233,77.18,85,100,11.39,overcast clouds
407,Kursk,RU,51.7303,36.1939,29.19,58,0,6.71,clear sky
408,Camocim,BR,-2.9022,-40.8411,78.49,80,65,9.19,broken clouds
409,Cedar Lake,US,41.3648,-87.4411,32.02,81,14,10.16,few clouds
410,Finschhafen,PG,-6.6024,147.8681,82.74,75,100,5.84,overcast clouds
411,Almaznyy,RU,48.0448,40.045,27.25,70,5,13.65,clear sky
412,Porto Velho,BR,-8.7619,-63.9039,75.25,94,40,1.14,scattered clouds
413,Fort-De-France,MQ,14.6089,-61.0733,78.75,83,75,11.5,broken clouds
414,Jasidih,IN,24.5167,86.65,61.52,63,48,0.89,scattered clouds
415,Abalak,RU,58.1286,68.5944,3.33,98,87,5.5,overcast clouds
416,Brae,GB,60.3964,-1.353,48.49,97,100,17.56,overcast clouds
417,Sawakin,SD,19.1059,37.3321,75.2,81,63,12.88,broken clouds
418,Hofn,IS,64.2539,-15.2082,33.89,52,100,7.0,overcast clouds
419,Vicuna,CL,-30.0319,-70.7081,80.76,52,1,6.93,clear sky
420,Beamsville,CA,43.1668,-79.4829,34.92,85,73,1.01,broken clouds
421,Kidal,ML,18.4411,1.4078,74.59,12,5,8.61,clear sky
422,Muhos,FI,64.808,25.9931,28.18,94,100,10.76,snow
423,Guanica,PR,17.9716,-66.908,80.22,78,33,13.94,scattered clouds
424,Manicore,BR,-5.8092,-61.3003,74.35,93,88,1.81,overcast clouds
425,Ulundi,ZA,-28.3352,31.4162,66.0,97,4,3.65,clear sky
426,Dasuya,IN,31.8183,75.6597,50.16,61,0,2.73,clear sky
427,Kingisepp,RU,59.3733,28.6134,20.53,95,55,6.96,broken clouds
428,San Rafael,AR,-34.6177,-68.3301,94.53,21,18,19.73,few clouds
429,Shumskiy,RU,54.8318,99.1328,0.54,98,100,3.2,overcast clouds
430,Nioro,GM,13.35,-15.75,70.34,54,32,7.52,scattered clouds
431,Fort Nelson,CA,58.8053,-122.7002,24.94,85,99,2.01,overcast clouds
432,Orsha,BY,54.5153,30.4053,30.16,97,99,0.67,overcast clouds
433,Northam,GB,51.0333,-4.2167,34.39,87,55,4.65,broken clouds
434,Hamilton,US,39.1834,-84.5333,34.75,79,100,4.61,light snow
435,Hauterive,FR,46.0901,3.4459,34.56,97,100,5.03,light snow
436,Bulgan,MN,48.8125,103.5347,-18.49,85,85,2.55,overcast clouds
437,Mugan,CN,35.9404,101.3842,11.03,16,0,1.1,clear sky
438,Palmer,US,42.1584,-72.3287,33.62,86,75,10.36,light snow
439,Pacific Grove,US,36.6177,-121.9166,61.9,41,0,8.05,clear sky
440,Kirksville,US,40.1948,-92.5833,31.05,94,0,5.75,clear sky
441,Minab,IR,27.1467,57.0801,56.41,29,24,12.1,few clouds
442,Odweyne,SO,9.4092,45.064,64.17,51,94,4.61,overcast clouds
443,Lexington,US,37.9887,-84.4777,36.25,72,20,8.05,few clouds
444,Korla,CN,41.7597,86.1469,3.38,91,37,4.85,scattered clouds
445,Lahijan,IR,37.2061,50.0029,40.86,74,46,3.29,scattered clouds
446,Port Shepstone,ZA,-30.7414,30.455,73.96,87,12,14.2,few clouds
447,Kulhudhuffushi,MV,6.6221,73.07,79.86,71,90,7.94,moderate rain
448,Mana,GF,5.6592,-53.7767,75.74,84,25,11.34,scattered clouds
449,Hengshui,CN,37.7322,115.7011,7.63,18,6,5.48,clear sky
450,Capaci,IT,38.1711,13.2393,48.25,70,14,10.36,few clouds
451,Neya,RU,58.2972,43.8681,1.24,100,100,4.29,overcast clouds
452,Ratnagiri,IN,16.9833,73.3,67.14,82,30,7.9,scattered clouds
453,Sao Filipe,CV,14.8961,-24.4956,70.59,64,26,8.05,scattered clouds
454,Yerbogachen,RU,61.2767,108.0108,-50.71,100,70,2.06,broken clouds
455,Altamira,BR,-3.2033,-52.2064,73.45,95,92,3.24,overcast clouds
456,Tucurui,BR,-3.7661,-49.6725,74.79,92,76,3.74,broken clouds
457,Naze,JP,28.3667,129.4833,56.21,79,91,25.48,light rain
458,Turgenevo,RU,54.8455,46.3297,3.04,94,94,4.12,overcast clouds
459,Kaeo,NZ,-35.1,173.7833,75.33,70,99,8.46,overcast clouds
460,Coihaique,CL,-45.5752,-72.0662,57.81,76,100,9.22,moderate rain
461,Belyy Yar,RU,53.6039,91.3903,-4.11,84,100,0.0,mist
462,Dalvik,IS,65.9702,-18.5286,29.23,56,100,6.13,overcast clouds
463,Iquitos,PE,-3.7481,-73.2472,80.64,78,75,5.75,light rain
464,Cache Creek,CA,50.8101,-121.3246,32.92,91,92,3.4,overcast clouds
465,Oum Hadjer,TD,13.2954,19.6966,76.35,13,100,9.26,overcast clouds
466,Iskateley,RU,67.6803,53.1512,22.44,80,100,20.36,overcast clouds
467,Hameenlinna,FI,60.996,24.4643,29.14,87,100,9.98,snow
468,Ulagan,RU,50.6321,87.9563,13.73,97,100,0.72,light snow
469,Troy,US,42.6056,-83.1499,33.44,79,100,9.22,overcast clouds
470,Deputatskiy,RU,69.3,139.9,-29.7,100,100,1.74,overcast clouds
471,Macau,MO,22.2006,113.5461,57.0,67,40,27.63,scattered clouds
472,Severo-Yeniseyskiy,RU,60.3725,93.0408,-19.66,98,97,3.18,overcast clouds
473,Zaltan,LY,32.947,11.8665,50.27,41,0,7.36,clear sky
474,Eydhafushi,MV,5.1033,73.0708,78.04,81,98,10.07,overcast clouds
475,Jalingo,NG,8.8833,11.3667,78.22,18,53,4.47,broken clouds
476,Kahului,US,20.8947,-156.47,82.42,54,0,5.75,clear sky
477,Dicabisagan,PH,17.0818,122.4157,72.9,85,81,6.42,broken clouds
478,Bam,IR,29.106,58.357,38.21,38,5,7.92,clear sky
479,Pontianak,ID,-0.0333,109.3333,75.18,100,75,3.44,broken clouds
480,Kortkeros,RU,61.8106,51.5806,21.2,92,100,8.28,overcast clouds
481,Killybegs,IE,54.6333,-8.45,48.18,94,100,6.31,overcast clouds
482,Shelburne,CA,44.0787,-80.2041,30.13,90,72,12.46,broken clouds
483,Gallup,US,35.5281,-108.7426,32.76,58,99,4.0,overcast clouds
484,Tiarei,PF,-17.5333,-149.3333,75.22,85,100,11.01,light rain
485,Jibuti,DJ,11.5,42.5,66.49,74,66,13.44,broken clouds
486,Sangar,RU,63.9242,127.4739,-57.15,97,77,3.83,broken clouds
487,Whitehorse,CA,60.7161,-135.0538,32.09,93,100,9.17,overcast clouds
488,Srednekolymsk,RU,67.45,153.6833,-24.48,93,100,3.96,overcast clouds
489,Shuyskoye,RU,59.3736,41.0305,22.51,96,100,5.77,overcast clouds
490,Feicheng,CN,35.2606,117.9675,13.53,24,36,11.12,scattered clouds
491,Asau,RO,46.4333,26.4,29.32,93,55,3.71,broken clouds
492,Bilma,NE,18.6853,12.9164,69.71,13,0,6.06,clear sky
493,Puerto Leguizamo,CO,-0.1934,-74.7819,78.33,71,78,0.45,broken clouds
494,Clyde River,CA,70.4692,-68.5914,-34.28,95,63,3.87,broken clouds
495,Oktyabrskiy,RU,54.4815,53.471,1.87,98,98,2.77,overcast clouds
496,Nipani,IN,16.4,74.3833,65.84,61,4,1.41,clear sky
497,Jumla,NP,29.2747,82.1838,39.56,32,100,3.49,overcast clouds
498,Kachug,RU,53.9606,105.8817,-29.29,92,100,1.79,overcast clouds
499,Katherine,AU,-14.4667,132.2667,80.92,74,97,10.36,overcast clouds
500,Shache,CN,38.4167,77.2406,2.25,90,10,4.56,clear sky
501,Airai,TL,-8.9266,125.4092,63.09,83,100,1.77,overcast clouds
502,Chandbali,IN,20.7833,86.7667,65.41,78,24,4.18,few clouds
503,Kasamwa,TZ,-2.85,32.4333,65.23,84,100,3.02,overcast clouds
504,Klaksvik,FO,62.2266,-6.589,41.92,94,100,15.66,overcast clouds
505,Konevo,RU,62.1215,39.3192,5.29,97,82,6.15,broken clouds
506,Athens,GR,37.9795,23.7162,57.33,85,75,2.3,broken clouds
507,Paithan,IN,19.4833,75.3833,65.68,49,8,4.79,clear sky
508,Tchibanga,GA,-2.85,11.0333,72.48,95,99,2.08,overcast clouds
509,Rorvik,NO,64.8621,11.2373,41.11,100,100,6.91,light rain
510,Tupaciguara,BR,-18.5922,-48.705,67.23,93,89,1.52,overcast clouds
511,Caravelas,BR,-17.7125,-39.2481,78.98,85,100,10.89,overcast clouds
512,Abu Zabad,SD,12.35,29.25,67.96,25,28,12.86,scattered clouds
513,Cabedelo,BR,-6.9811,-34.8339,81.27,75,10,15.57,clear sky
514,Hay River,CA,60.8156,-115.7999,9.03,95,100,3.53,overcast clouds
515,Wajima,JP,37.4,136.9,37.74,98,100,16.87,light rain
516,Thiers,FR,45.8333,3.5,34.12,99,100,3.2,light snow
517,Burgersdorp,ZA,-30.9977,26.3286,70.68,34,16,5.64,few clouds
518,Baijiantan,CN,45.6333,85.1833,-12.26,93,5,0.74,clear sky
519,Manyana,BW,-23.4,21.7167,78.46,34,69,17.43,broken clouds
520,Lata,PT,40.1629,-8.3327,40.91,63,1,4.52,clear sky
521,Oranjemund,NA,-28.55,16.4333,62.29,91,0,3.36,clear sky
522,Semey,KZ,50.4111,80.2275,12.49,96,100,5.1,light snow
523,Lokosovo,RU,61.1333,74.8167,4.12,96,100,5.68,overcast clouds
524,Chippewa Falls,US,44.9369,-91.3929,26.78,87,100,10.36,haze
525,Cabo San Lucas,MX,22.8909,-109.9124,79.9,64,75,18.41,broken clouds
526,Sur,OM,22.5667,59.5289,66.58,47,31,10.63,scattered clouds
527,Mayo,US,38.8876,-76.5119,43.21,61,100,16.11,overcast clouds
528,Dalaba,GN,10.7,-12.25,67.69,42,64,3.96,broken clouds
529,Hammond,US,41.5834,-87.5,32.4,76,0,13.8,clear sky
530,Ligayan,PH,4.6533,119.4706,80.33,81,100,12.06,overcast clouds
531,Zomba,MW,-15.386,35.3188,64.83,98,100,4.94,light rain
532,Morondava,MG,-20.2833,44.2833,77.99,87,100,13.06,moderate rain
533,Benjamin Aceval,PY,-24.9667,-57.5667,89.74,35,64,3.51,broken clouds
534,Gagino,RU,55.2314,45.0339,2.71,96,99,4.83,overcast clouds
535,Barentu,ER,15.1139,37.5928,66.97,71,6,4.27,clear sky
536,Thornhill,GB,55.2333,-3.7667,41.25,100,100,4.36,overcast clouds
537,Kyenjojo,UG,0.6328,30.6214,62.74,70,100,2.19,overcast clouds
538,Moose Factory,CA,51.2585,-80.6094,26.58,86,100,10.36,light snow
539,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,92,98,21.03,overcast clouds
540,Necochea,AR,-38.5473,-58.7368,65.17,58,0,10.89,clear sky
541,Bud,US,39.447,-86.1758,33.82,80,11,7.09,few clouds
542,Ipixuna,BR,-1.7625,-48.8043,73.83,97,80,5.01,broken clouds
543,Gavle,SE,60.6745,17.1417,33.93,91,100,3.0,overcast clouds
544,Rawson,AR,-43.3002,-65.1023,82.24,32,0,23.87,clear sky
545,Abu Samrah,SY,35.3029,37.1841,48.92,71,0,3.98,clear sky
546,Saint-Augustin,CA,51.226,-58.6502,16.57,93,77,4.21,broken clouds
547,Zhirnovsk,RU,50.9845,44.7735,12.45,83,78,3.33,broken clouds
548,Evensk,RU,61.95,159.2333,7.97,72,100,22.77,overcast clouds
549,Kozhevnikovo,RU,56.2589,83.9714,9.77,96,99,7.47,light snow
550,Kamyshin,RU,50.0983,45.416,11.8,89,36,4.29,scattered clouds
551,Emerald,AU,-23.5333,148.1667,80.35,67,3,9.44,clear sky
552,Saint-Denis,FR,48.9167,2.3333,38.08,78,100,17.27,overcast clouds
553,Stornoway,GB,58.2093,-6.3865,49.96,94,100,10.36,overcast clouds
554,Moree,AU,-29.4667,149.85,83.3,36,16,4.21,few clouds
555,Greenville,US,35.6127,-77.3663,50.02,49,100,11.5,overcast clouds
556,Naryan-Mar,RU,67.6713,53.087,22.44,80,100,20.47,overcast clouds
557,Sept-Iles,CA,50.2001,-66.3821,17.06,86,84,3.94,broken clouds
558,Ayorou,NE,14.7308,0.9174,79.14,14,0,7.02,clear sky
559,Betsiamites,CA,48.9413,-68.646,26.69,90,100,5.08,overcast clouds
560,Zhangye,CN,38.9342,100.4517,7.99,23,1,6.58,clear sky
561,Ngunguru,NZ,-35.6167,174.5,68.86,77,98,11.61,overcast clouds
562,Disna,BY,55.568,28.1971,25.97,93,100,1.57,overcast clouds
563,Brazzaville,CG,-4.2658,15.2832,74.46,85,20,3.24,light rain
564,Kyzyl-Suu,KG,42.3414,78.0056,14.56,59,45,9.6,scattered clouds
565,Samana,DO,19.2056,-69.3369,80.56,76,1,7.14,clear sky
566,Flinders,AU,-34.5833,150.8552,76.37,72,71,8.01,broken clouds
567,Luwuk,ID,-0.9516,122.7875,78.66,84,99,1.72,overcast clouds
568,Dodge City,US,37.7528,-100.0171,40.21,73,0,3.44,clear sky
569,Beyneu,KZ,45.3167,55.2,26.46,33,78,6.8,broken clouds
570,Calahorra,ES,42.3051,-1.9652,37.38,79,71,18.07,broken clouds
571,Dingle,PH,10.9995,122.6711,74.52,93,100,8.23,overcast clouds
572,Roros,NO,62.5747,11.3842,19.24,86,100,0.0,overcast clouds
573,Warrnambool,AU,-38.3833,142.4833,66.79,77,79,5.3,broken clouds
574,George,ZA,-33.963,22.4617,67.55,88,100,11.5,overcast clouds
575,Nanakuli,US,21.3906,-158.1547,83.1,59,0,10.36,clear sky
576,Uberlandia,BR,-18.9186,-48.2772,67.03,94,99,0.49,moderate rain
577,Jacareacanga,BR,-6.2222,-57.7528,74.91,96,90,1.77,moderate rain
578,Puerto Penasco,MX,31.3167,-113.5333,57.9,20,0,8.99,clear sky
579,Nhulunbuy,AU,-12.2333,136.7667,79.41,100,100,0.0,light rain
580,Asuncion Mita,GT,14.3308,-89.7108,80.65,42,2,8.95,clear sky
581,Cap Malheureux,MU,-19.9842,57.6142,75.47,77,100,3.0,overcast clouds
582,Mahanoro,MG,-19.9,48.8,73.29,95,100,4.25,overcast clouds
583,Mocuba,MZ,-16.8392,36.9856,72.16,96,100,6.11,light rain
584,Falmouth,GB,50.1544,-5.0711,38.3,93,0,4.61,clear sky
585,Mathathane,BW,-22.2687,28.7495,76.28,48,97,9.89,overcast clouds
586,Dunedin,NZ,-45.8742,170.5036,61.81,53,68,1.99,broken clouds
587,Kalmunai,LK,7.4167,81.8167,75.99,86,100,4.85,overcast clouds
588,Popondetta,PG,-8.7537,148.2534,84.18,69,96,1.21,overcast clouds
589,Kuala Terengganu,MY,5.3302,103.1408,75.83,86,94,5.37,overcast clouds
590,Moroni,KM,-11.7022,43.2551,78.85,82,98,12.8,light rain
591,Banamba,ML,13.55,-7.45,73.2,20,20,1.72,few clouds
592,Margate,GB,51.3813,1.3862,41.9,78,100,4.0,overcast clouds
593,Birjand,IR,32.8663,59.2211,24.37,54,0,3.27,clear sky
594,Dongkan,CN,33.9997,119.8308,19.71,43,25,13.49,scattered clouds
595,Samur,RU,41.8253,48.486,35.15,83,13,7.49,few clouds
596,Dunmore Town,BS,25.5,-76.65,76.57,79,29,4.21,scattered clouds
597,Mattru,SL,7.6244,-11.8332,72.37,94,53,1.77,light rain
598,Sechura,PE,-5.5569,-80.8222,75.78,63,28,14.5,scattered clouds
599,Ekhabi,RU,53.5102,142.9671,-21.19,95,100,16.11,overcast clouds
600,Abu Dhabi,AE,24.4667,54.3667,62.62,63,0,3.44,clear sky
601,Maniitsoq,GL,65.4167,-52.9,23.67,92,100,16.04,snow
602,Henties Bay,NA,-22.116,14.2845,65.71,87,88,6.15,overcast clouds
603,Healdsburg,US,38.6105,-122.8692,70.3,26,0,3.44,clear sky
604,Tezu,IN,27.9167,96.1667,55.89,38,94,4.14,overcast clouds
605,Dudinka,RU,69.4058,86.1778,-33.07,98,7,2.64,clear sky
606,Doha,QA,25.2867,51.5333,64.38,88,0,1.14,clear sky
607,Kamenka,RU,51.3223,42.7678,16.38,82,87,4.74,overcast clouds
608,Morant Bay,JM,17.8815,-76.4093,80.71,82,16,12.35,few clouds
609,Araouane,ML,18.9048,-3.5265,68.99,14,1,10.96,clear sky
610,Golden,US,39.7555,-105.2211,36.66,69,40,8.05,scattered clouds
611,Liverpool,GB,53.4106,-2.9779,42.3,91,75,5.75,broken clouds
612,Port Hawkesbury,CA,45.6169,-61.3485,49.17,99,100,5.01,overcast clouds
613,Ketrzyn,PL,54.0768,21.3753,29.7,89,87,1.92,overcast clouds
614,Rio Gallegos,AR,-51.6226,-69.2181,61.0,39,100,20.38,overcast clouds
615,Sitka,US,57.0531,-135.33,44.49,81,100,16.11,mist
616,Angoram,PG,-4.0625,144.0661,76.66,95,100,1.41,overcast clouds
617,Vila Velha,BR,-20.3297,-40.2925,80.55,91,75,9.22,broken clouds
618,Chimore,BO,-16.9833,-65.1333,80.13,78,100,0.6,overcast clouds
619,Warangal,IN,18.0,79.5833,62.94,88,51,7.11,broken clouds
620,Visaginas,LT,55.6,26.4167,24.57,92,100,2.17,overcast clouds
621,Yenagoa,NG,4.9247,6.2642,80.1,80,4,4.52,clear sky
622,Sabang,ID,5.8933,95.3214,79.66,77,86,15.82,moderate rain
623,Santa Luzia,BR,-19.7697,-43.8514,76.1,97,98,1.72,overcast clouds
624,Bezhanitsy,RU,56.9767,29.8907,15.19,97,72,3.44,broken clouds
625,Matara,LK,5.9485,80.5353,74.41,88,100,9.66,light rain
626,Tonantins,BR,-2.8731,-67.8022,74.16,98,100,0.89,moderate rain
627,Haysville,US,37.5645,-97.3523,45.25,56,0,8.05,clear sky
628,Molfetta,IT,41.2002,16.5975,44.67,88,0,6.91,clear sky
629,Qui Nhon,VN,13.7667,109.2333,71.55,92,43,10.31,scattered clouds
630,Bonthe,SL,7.5264,-12.505,75.79,86,55,6.85,broken clouds
631,West Wendover,US,40.7391,-114.0733,34.81,51,0,8.05,clear sky
632,Agadez,NE,19.75,10.25,66.94,14,1,6.31,clear sky
633,Yauya,PE,-8.9833,-77.3,56.8,59,61,7.38,light rain
634,Guhagar,IN,17.4842,73.1929,63.7,82,36,5.99,scattered clouds
635,Harboore,DK,56.6175,8.1807,34.14,90,99,15.1,overcast clouds
636,Siniscola,IT,40.5719,9.6922,35.15,80,73,3.04,broken clouds
637,Pochutla,MX,15.7432,-96.4661,84.81,55,5,6.46,clear sky
638,Khilok,RU,51.3674,110.4676,-32.73,93,29,3.13,scattered clouds
639,Yar-Sale,RU,66.8333,70.8333,-7.91,100,94,11.01,overcast clouds
640,Ha Giang,VN,22.8333,104.9833,56.12,53,100,6.71,overcast clouds
641,Tuam,IE,53.5167,-8.85,47.23,93,100,6.46,overcast clouds
642,Sindou,BF,10.6667,-5.1667,83.89,28,2,3.58,clear sky
643,Shenjiamen,CN,29.9576,122.298,36.68,64,74,32.46,broken clouds
644,Neuquen,AR,-38.9516,-68.0591,96.53,6,0,23.17,clear sky
645,Palestina,PS,31.9216,35.2033,52.93,69,0,6.08,clear sky
646,Tawang,IN,27.5833,91.8667,31.86,51,50,5.73,scattered clouds
647,Raton,US,36.9034,-104.4391,29.01,64,100,0.0,light snow
648,Sioux Lookout,CA,50.1001,-91.917,17.67,79,100,10.36,overcast clouds
649,Calvinia,ZA,-31.4707,19.776,62.04,51,0,8.72,clear sky
650,Vardo,NO,70.3705,31.1107,28.38,86,37,26.46,scattered clouds
651,Campoverde,PE,-8.4753,-74.8058,83.89,73,91,1.77,overcast clouds
652,Teguise,ES,29.0605,-13.564,59.22,63,40,11.5,scattered clouds
653,Ilebo,CD,-4.3167,20.5833,71.69,92,100,2.55,light rain
654,Deloraine,AU,-41.5333,146.6667,66.36,26,2,2.01,clear sky
655,San Carlos De Bariloche,AR,-41.1456,-71.3082,66.24,56,3,16.37,clear sky
656,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,85.57,27,31,3.51,scattered clouds
657,Geraldton,AU,-28.7667,114.6,72.01,83,100,9.22,overcast clouds
658,Dukstas,LT,55.5333,26.3333,23.83,94,100,1.72,overcast clouds
659,El Limon,VE,10.3059,-67.6321,78.12,80,98,4.99,overcast clouds
660,Gazanjyk,TM,39.2446,55.5154,28.76,50,0,6.24,clear sky
661,Puerto Madryn,AR,-42.7692,-65.0385,80.13,37,0,24.7,clear sky
662,Turbat,PK,26.0023,63.044,51.01,23,0,19.95,clear sky
663,Belaya Gora,RU,68.5333,146.4167,-26.91,98,100,1.43,overcast clouds
664,Nemuro,JP,43.3236,145.575,26.1,79,99,24.92,overcast clouds
665,Victor Harbor,AU,-35.5667,138.6167,66.0,87,23,8.86,few clouds
666,Ruteng,ID,-8.6136,120.4721,63.39,80,82,1.12,broken clouds
667,West Odessa,US,31.8424,-102.4988,53.69,50,75,27.63,broken clouds
668,Lubao,PH,14.9167,120.55,72.5,85,80,5.97,broken clouds
669,Hyeres,FR,43.1167,6.1167,43.68,82,100,5.75,light rain
670,Fukue,JP,32.6881,128.8419,38.88,81,99,37.45,overcast clouds
671,Ambilobe,MG,-13.2,49.05,72.43,97,100,1.72,light rain
672,Asosa,ET,10.0667,34.5333,66.97,29,47,4.16,scattered clouds
673,Loudi,CN,27.7344,111.9944,36.88,35,37,11.63,scattered clouds
674,Narkevychi,UA,49.5172,26.6418,30.04,86,32,5.91,scattered clouds
675,Chelno-Vershiny,RU,54.4333,51.1,-1.98,100,75,3.4,broken clouds
676,Dezhou,CN,37.4486,116.2925,5.74,21,30,4.99,scattered clouds
677,Basco,PH,20.4487,121.9702,76.05,74,93,23.4,overcast clouds
678,At-Bashi,KG,41.1702,75.8106,-5.08,59,5,2.66,clear sky
679,Viedma,AR,-40.8135,-62.9967,75.94,48,1,22.84,clear sky
680,Flin Flon,CA,54.7682,-101.865,-1.25,96,100,1.92,overcast clouds
681,Fare,PF,-16.7,-151.0167,77.56,80,100,9.28,moderate rain
682,Hovd,MN,48.0056,91.6419,-9.35,82,100,0.74,overcast clouds
